region,population,sex,age,education,income,statusquo,vote,logincome,logpop,sex_M,region_M,region_N,region_S,region_SA,education_PS,education_S
N,15000,F,27.0,P,75000.0,-1.1401,A,11.225243392518447,9.615805480084347,False,False,True,False,False,False,False
N,15000,M,24.0,PS,35000.0,-0.89647,N,10.46310334047155,9.615805480084347,True,False,True,False,False,True,False
N,15000,F,37.0,P,15000.0,-0.33039,U,9.615805480084347,9.615805480084347,False,False,True,False,False,False,False
N,15000,M,30.0,S,35000.0,-0.95133,A,10.46310334047155,9.615805480084347,True,False,True,False,False,False,True
N,15000,M,53.0,P,15000.0,-1.03452,U,9.615805480084347,9.615805480084347,True,False,True,False,False,False,False
N,15000,F,31.0,S,15000.0,0.29023,Y,9.615805480084347,9.615805480084347,False,False,True,False,False,False,True
N,15000,M,27.0,P,15000.0,-0.20566,N,9.615805480084347,9.615805480084347,True,False,True,False,False,False,False
N,15000,F,29.0,P,35000.0,0.96777,Y,10.46310334047155,9.615805480084347,False,False,True,False,False,False,False
N,15000,F,33.0,P,15000.0,0.82724,Y,9.615805480084347,9.615805480084347,False,False,True,False,False,False,False
N,15000,F,27.0,P,15000.0,1.07644,Y,9.615805480084347,9.615805480084347,False,False,True,False,False,False,False
N,15000,M,66.0,P,15000.0,-0.53327,U,9.615805480084347,9.615805480084347,True,False,True,False,False,False,False
N,15000,M,27.0,P,7500.0,-1.29617,U,8.922658299524402,9.615805480084347,True,False,True,False,False,False,False
N,15000,F,50.0,P,35000.0,-0.82904,U,10.46310334047155,9.615805480084347,False,False,True,False,False,False,False
N,15000,M,64.0,P,7500.0,-1.19662,N,8.922658299524402,9.615805480084347,True,False,True,False,False,False,False
N,15000,F,59.0,P,7500.0,-0.0725,N,8.922658299524402,9.615805480084347,False,False,True,False,False,False,False
N,15000,F,32.0,S,15000.0,-0.87318,Y,9.615805480084347,9.615805480084347,False,False,True,False,False,False,True
N,15000,M,26.0,S,75000.0,1.55477,Y,11.225243392518447,9.615805480084347,True,False,True,False,False,False,True
N,15000,M,20.0,S,15000.0,-0.5265,A,9.615805480084347,9.615805480084347,True,False,True,False,False,False,True
N,15000,M,39.0,P,15000.0,1.3766,Y,9.615805480084347,9.615805480084347,True,False,True,False,False,False,False
N,87500,F,29.0,PS,15000.0,-1.23032,N,9.615805480084347,11.379394072345706,False,False,True,False,False,True,False
N,87500,F,47.0,P,35000.0,1.22543,Y,10.46310334047155,11.379394072345706,False,False,True,False,False,False,False
N,87500,M,68.0,P,15000.0,1.40952,Y,9.615805480084347,11.379394072345706,True,False,True,False,False,False,False
N,87500,M,19.0,P,7500.0,0.90496,U,8.922658299524402,11.379394072345706,True,False,True,False,False,False,False
N,87500,F,35.0,P,7500.0,-1.23032,Y,8.922658299524402,11.379394072345706,False,False,True,False,False,False,False
N,87500,F,29.0,P,7500.0,0.40561,Y,8.922658299524402,11.379394072345706,False,False,True,False,False,False,False
N,87500,M,58.0,P,15000.0,-1.29617,N,9.615805480084347,11.379394072345706,True,False,True,False,False,False,False
N,87500,M,70.0,P,15000.0,-0.13177,Y,9.615805480084347,11.379394072345706,True,False,True,False,False,False,False
N,87500,F,36.0,P,15000.0,-0.46162,N,9.615805480084347,11.379394072345706,False,False,True,False,False,False,False
N,87500,M,30.0,S,35000.0,-1.00254,N,10.46310334047155,11.379394072345706,True,False,True,False,False,False,True
N,87500,M,31.0,P,15000.0,-0.93686,Y,9.615805480084347,11.379394072345706,True,False,True,False,False,False,False
N,87500,M,31.0,P,7500.0,-0.89725,N,8.922658299524402,11.379394072345706,True,False,True,False,False,False,False
N,87500,F,30.0,P,7500.0,-1.11878,U,8.922658299524402,11.379394072345706,False,False,True,False,False,False,False
N,87500,M,37.0,S,15000.0,-1.29617,N,9.615805480084347,11.379394072345706,True,False,True,False,False,False,True
N,87500,F,48.0,P,7500.0,-1.23032,U,8.922658299524402,11.379394072345706,False,False,True,False,False,False,False
N,87500,F,52.0,P,15000.0,0.21063,N,9.615805480084347,11.379394072345706,False,False,True,False,False,False,False
N,87500,M,70.0,P,7500.0,0.07094,A,8.922658299524402,11.379394072345706,True,False,True,False,False,False,False
N,87500,F,50.0,P,15000.0,0.51411,Y,9.615805480084347,11.379394072345706,False,False,True,False,False,False,False
N,87500,F,29.0,P,15000.0,0.09532,A,9.615805480084347,11.379394072345706,False,False,True,False,False,False,False
N,25000,F,37.0,P,15000.0,1.17633,U,9.615805480084347,10.126631103850338,False,False,True,False,False,False,False
N,25000,M,68.0,P,15000.0,1.37208,Y,9.615805480084347,10.126631103850338,True,False,True,False,False,False,False
N,25000,F,29.0,P,35000.0,1.01672,Y,10.46310334047155,10.126631103850338,False,False,True,False,False,False,False
N,25000,F,35.0,P,2500.0,0.05559,Y,7.824046010856292,10.126631103850338,False,False,True,False,False,False,False
N,25000,M,24.0,S,7500.0,0.77841,Y,8.922658299524402,10.126631103850338,True,False,True,False,False,False,True
N,25000,F,60.0,S,35000.0,1.46136,Y,10.46310334047155,10.126631103850338,False,False,True,False,False,False,True
N,25000,M,21.0,S,35000.0,-1.00054,N,10.46310334047155,10.126631103850338,True,False,True,False,False,False,True
N,25000,M,53.0,PS,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,True,False,True,False,False,True,False
N,25000,F,35.0,PS,35000.0,-0.81863,U,10.46310334047155,10.126631103850338,False,False,True,False,False,True,False
N,25000,F,60.0,P,7500.0,-0.69788,A,8.922658299524402,10.126631103850338,False,False,True,False,False,False,False
N,25000,F,26.0,S,7500.0,-1.03006,N,8.922658299524402,10.126631103850338,False,False,True,False,False,False,True
N,25000,M,28.0,S,15000.0,0.48311,A,9.615805480084347,10.126631103850338,True,False,True,False,False,False,True
N,25000,M,43.0,S,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,True,False,True,False,False,False,True
N,25000,M,35.0,PS,200000.0,-0.95913,A,12.206072645530174,10.126631103850338,True,False,True,False,False,True,False
N,25000,F,23.0,P,15000.0,1.21184,Y,9.615805480084347,10.126631103850338,False,False,True,False,False,False,False
N,25000,M,26.0,S,15000.0,-1.1868,N,9.615805480084347,10.126631103850338,True,False,True,False,False,False,True
N,25000,F,58.0,P,35000.0,0.53257,N,10.46310334047155,10.126631103850338,False,False,True,False,False,False,False
N,25000,F,70.0,P,15000.0,1.33444,Y,9.615805480084347,10.126631103850338,False,False,True,False,False,False,False
C,25000,F,44.0,P,7500.0,-0.96154,U,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,32.0,S,15000.0,-0.87595,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,32.0,S,15000.0,0.73621,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,F,60.0,S,15000.0,-0.78119,N,9.615805480084347,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,45.0,P,15000.0,1.08003,U,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,F,45.0,P,15000.0,0.32158,U,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,21.0,P,2500.0,1.03727,Y,7.824046010856292,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,32.0,S,35000.0,-1.25795,N,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,M,44.0,PS,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,True,False,False,False,False,True,False
C,25000,M,56.0,S,75000.0,1.51576,Y,11.225243392518447,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,67.0,P,15000.0,-0.52966,Y,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,27.0,S,35000.0,1.19271,Y,10.46310334047155,10.126631103850338,False,False,False,False,False,False,True
C,25000,F,29.0,S,7500.0,-1.29617,N,8.922658299524402,10.126631103850338,False,False,False,False,False,False,True
C,25000,M,51.0,P,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,26.0,S,35000.0,-0.61861,N,10.46310334047155,10.126631103850338,True,False,False,False,False,False,True
C,25000,F,56.0,P,7500.0,-1.1209,A,8.922658299524402,10.126631103850338,False,False,False,False,False,False,False
C,25000,F,36.0,P,15000.0,-0.36391,U,9.615805480084347,10.126631103850338,False,False,False,False,False,False,False
C,25000,M,58.0,P,15000.0,-1.26325,N,9.615805480084347,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,35.0,P,35000.0,0.08007,U,10.46310334047155,10.126631103850338,True,False,False,False,False,False,False
C,25000,M,34.0,P,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,True,False,False,False,False,False,False
C,45000,F,56.0,P,7500.0,-1.25795,N,8.922658299524402,10.714417768752456,False,False,False,False,False,False,False
C,45000,F,24.0,P,7500.0,-1.29617,N,8.922658299524402,10.714417768752456,False,False,False,False,False,False,False
C,45000,M,20.0,S,35000.0,-1.29617,N,10.46310334047155,10.714417768752456,True,False,False,False,False,False,True
C,45000,M,21.0,S,35000.0,-1.19504,N,10.46310334047155,10.714417768752456,True,False,False,False,False,False,True
C,45000,M,58.0,S,35000.0,-1.14049,N,10.46310334047155,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,33.0,S,75000.0,-0.30372,N,11.225243392518447,10.714417768752456,False,False,False,False,False,False,True
C,45000,M,35.0,S,75000.0,-1.21834,N,11.225243392518447,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,32.0,P,15000.0,1.5877,Y,9.615805480084347,10.714417768752456,False,False,False,False,False,False,False
C,45000,F,40.0,PS,75000.0,-1.29617,N,11.225243392518447,10.714417768752456,False,False,False,False,False,True,False
C,45000,M,36.0,PS,200000.0,-0.21637,N,12.206072645530174,10.714417768752456,True,False,False,False,False,True,False
C,45000,F,18.0,S,35000.0,-0.31489,U,10.46310334047155,10.714417768752456,False,False,False,False,False,False,True
C,45000,M,57.0,PS,35000.0,1.43772,Y,10.46310334047155,10.714417768752456,True,False,False,False,False,True,False
C,45000,M,44.0,S,35000.0,-1.03566,N,10.46310334047155,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,51.0,P,15000.0,1.15628,Y,9.615805480084347,10.714417768752456,False,False,False,False,False,False,False
C,45000,M,26.0,S,35000.0,-0.64455,N,10.46310334047155,10.714417768752456,True,False,False,False,False,False,True
C,45000,M,34.0,S,75000.0,0.66781,Y,11.225243392518447,10.714417768752456,True,False,False,False,False,False,True
C,45000,F,47.0,S,75000.0,-0.897,N,11.225243392518447,10.714417768752456,False,False,False,False,False,False,True
C,45000,F,18.0,S,75000.0,-0.92939,N,11.225243392518447,10.714417768752456,False,False,False,False,False,False,True
C,45000,M,51.0,PS,75000.0,-1.08055,N,11.225243392518447,10.714417768752456,True,False,False,False,False,True,False
C,62500,F,26.0,S,15000.0,0.66877,Y,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,29.0,PS,75000.0,0.77374,Y,11.225243392518447,11.042921835724492,True,False,False,False,False,True,False
C,62500,F,27.0,P,15000.0,1.25914,Y,9.615805480084347,11.042921835724492,False,False,False,False,False,False,False
C,62500,F,57.0,S,2500.0,1.5877,Y,7.824046010856292,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,67.0,P,7500.0,1.59802,Y,8.922658299524402,11.042921835724492,True,False,False,False,False,False,False
C,62500,F,30.0,S,35000.0,0.93454,Y,10.46310334047155,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,21.0,S,15000.0,-1.06991,N,9.615805480084347,11.042921835724492,True,False,False,False,False,False,True
C,62500,M,68.0,P,15000.0,-1.29617,N,9.615805480084347,11.042921835724492,True,False,False,False,False,False,False
C,62500,F,38.0,S,15000.0,-1.00007,N,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,21.0,S,75000.0,-0.6626,A,11.225243392518447,11.042921835724492,True,False,False,False,False,False,True
C,62500,M,50.0,S,75000.0,-1.14103,N,11.225243392518447,11.042921835724492,True,False,False,False,False,False,True
C,62500,F,19.0,S,15000.0,-1.14361,N,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,F,57.0,S,15000.0,-1.29617,N,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,F,51.0,S,15000.0,-1.15092,N,9.615805480084347,11.042921835724492,False,False,False,False,False,False,True
C,62500,M,69.0,P,15000.0,-1.29617,N,9.615805480084347,11.042921835724492,True,False,False,False,False,False,False
C,62500,M,22.0,PS,75000.0,-1.07977,N,11.225243392518447,11.042921835724492,True,False,False,False,False,True,False
C,62500,F,32.0,S,7500.0,-1.29617,N,8.922658299524402,11.042921835724492,False,False,False,False,False,False,True
C,62500,F,68.0,P,35000.0,-1.29617,N,10.46310334047155,11.042921835724492,False,False,False,False,False,False,False
C,62500,M,22.0,PS,35000.0,-1.29617,N,10.46310334047155,11.042921835724492,True,False,False,False,False,True,False
C,15000,M,48.0,P,15000.0,-0.75604,N,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,31.0,P,7500.0,0.36202,Y,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,25.0,S,15000.0,-0.86459,N,9.615805480084347,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,52.0,P,7500.0,-0.72812,U,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,39.0,P,35000.0,1.47024,Y,10.46310334047155,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,22.0,P,15000.0,1.54808,Y,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,19.0,S,35000.0,-0.98933,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,47.0,P,7500.0,0.15506,U,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,18.0,P,35000.0,-0.99498,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,33.0,S,35000.0,0.45262,U,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,49.0,P,15000.0,0.18113,U,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,40.0,S,7500.0,-0.75505,A,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,28.0,P,15000.0,-0.36182,U,9.615805480084347,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,37.0,S,15000.0,0.42459,Y,9.615805480084347,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,38.0,S,35000.0,0.59831,U,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,27.0,P,15000.0,-1.12193,U,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,26.0,P,35000.0,1.19153,U,10.46310334047155,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,21.0,P,35000.0,-0.72868,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,54.0,P,7500.0,-1.09392,N,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,27.0,S,35000.0,0.6118,U,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,32.0,S,35000.0,-1.18933,N,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,F,22.0,S,7500.0,-0.89654,A,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,40.0,S,35000.0,-0.29904,A,10.46310334047155,9.615805480084347,False,False,False,False,False,False,True
C,15000,M,70.0,PS,15000.0,1.29276,Y,9.615805480084347,9.615805480084347,True,False,False,False,False,True,False
C,15000,M,42.0,S,35000.0,1.10717,Y,10.46310334047155,9.615805480084347,True,False,False,False,False,False,True
C,15000,M,20.0,PS,125000.0,0.4198,N,11.736069016284437,9.615805480084347,True,False,False,False,False,True,False
C,15000,F,23.0,PS,125000.0,0.30914,U,11.736069016284437,9.615805480084347,False,False,False,False,False,True,False
C,15000,F,64.0,P,7500.0,1.25272,Y,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,21.0,PS,35000.0,1.44401,Y,10.46310334047155,9.615805480084347,True,False,False,False,False,True,False
C,15000,M,70.0,P,7500.0,-0.9845,U,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,57.0,P,2500.0,-0.64767,N,7.824046010856292,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,33.0,S,7500.0,0.11608,U,8.922658299524402,9.615805480084347,False,False,False,False,False,False,True
C,15000,F,57.0,P,2500.0,1.44738,Y,7.824046010856292,9.615805480084347,False,False,False,False,False,False,False
C,15000,M,38.0,P,7500.0,-0.59124,U,8.922658299524402,9.615805480084347,True,False,False,False,False,False,False
C,15000,M,30.0,P,2500.0,1.13733,U,7.824046010856292,9.615805480084347,True,False,False,False,False,False,False
C,15000,F,56.0,P,7500.0,-1.29617,N,8.922658299524402,9.615805480084347,False,False,False,False,False,False,False
C,15000,F,33.0,P,15000.0,-0.27875,U,9.615805480084347,9.615805480084347,False,False,False,False,False,False,False
